PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.OrganismId,[1] EV_071A_R1_S2-A1_1_9412.d.PG.Quantity,[2] EV_071A_R2_S2-A2_1_9413.d.PG.Quantity,[3] EV_071A_R3_S2-A3_1_9414.d.PG.Quantity,[4] EV_071A_R4_S2-A4_1_9415.d.PG.Quantity
Q96A00,PPP1R14A,Protein phosphatase 1 regulatory subunit 14A,PP14A_HUMAN,9606,296.6671753,512.7927856,213.9381256,339.7878418
Q96A26,FAM162A,Protein FAM162A,F162A_HUMAN,9606,168.4017487,416.2752686,190.6196442,472.0799866
Q96A33,CCDC47,PAT complex subunit CCDC47,CCD47_HUMAN,9606,43.88951874,76.996315,45.69993973,95.4912262
Q96A49,SYAP1,Synapse-associated protein 1,SYAP1_HUMAN,9606,12.67650604,10.9967432,6.077929974,16.3177681
Q96A65,EXOC4,Exocyst complex component 4,EXOC4_HUMAN,9606,114.2388,203.0384827,93.86029053,206.7741241
Q96A73,KIAA1191,Putative monooxygenase p33MONOX,P33MX_HUMAN,9606,31.62642479,40.71834183,33.45948792,32.57487869
Q96AA3,RFT1,Protein RFT1 homolog,RFT1_HUMAN,9606,36.882061,59.96652603,51.22527313,104.5150528
Q96AB3,ISOC2,Isochorismatase domain-containing protein 2,ISOC2_HUMAN,9606,116.4129028,159.7508545,95.35115051,114.3228531
Q96AE4,FUBP1,Far upstream element-binding protein 1,FUBP1_HUMAN,9606,62.95491028,73.72126007,37.99581146,62.49333572
Q96AG3,SLC25A46,Mitochondrial outer membrane protein SLC25A46,S2546_HUMAN,9606,26.20020676,33.71374512,24.13323021,52.03796005
Q96AG4,LRRC59,Leucine-rich repeat-containing protein 59,LRC59_HUMAN,9606,893.6304321,1317.284912,860.7526855,1576.474487
Q96AJ9,VTI1A,Vesicle transport through interaction with t-SNAREs homolog 1A,VTI1A_HUMAN,9606,12.79128742,33.87535858,14.05694675,37.42192841
Q96AP7,ESAM,Endothelial cell-selective adhesion molecule,ESAM_HUMAN,9606,267.8114014,400.1287842,303.1880798,657.3380737
Q96AQ6,PBXIP1,Pre-B-cell leukemia transcription factor-interacting protein 1,PBIP1_HUMAN,9606,20.81015015,32.7414856,16.40222931,19.25369835
Q96AX1,VPS33A,Vacuolar protein sorting-associated protein 33A,VP33A_HUMAN,9606,37.07144165,67.14124298,30.89144516,83.01583099
Q96AX2,RAB37,Ras-related protein Rab-37,RAB37_HUMAN,9606,193.2841034,305.3387756,151.0707703,443.2495728
Q96B45,BORCS7,BLOC-1-related complex subunit 7,BORC7_HUMAN,9606,5.939445496,15.90514755,6.258397102,17.5044651
Q96B97,SH3KBP1,SH3 domain-containing kinase-binding protein 1,SH3K1_HUMAN,9606,36.20780945,59.59121704,27.7479763,65.50788879
Q96BF3,TMIGD2,Transmembrane and immunoglobulin domain-containing protein 2,TMIG2_HUMAN,9606,13.96056652,18.64360046,5.165678501,34.001091
Q96BI1,SLC22A18,Solute carrier family 22 member 18,S22AI_HUMAN,9606,22.31453133,42.92010498,25.59329224,62.10467148
Q96BM9,ARL8A,ADP-ribosylation factor-like protein 8A,ARL8A_HUMAN,9606,162.0911102,321.6172791,109.2277908,251.9831085
Q96BQ5,CCDC127,Coiled-coil domain-containing protein 127,CC127_HUMAN,9606,3.168882608,15.12308788,15.42467499,16.37255669
Q96BS2,TESC,Calcineurin B homologous protein 3,CHP3_HUMAN,9606,106.9193878,130.0057678,98.97488403,241.3274536
Q96BT3,CENPT,Centromere protein T,CENPT_HUMAN,9606,41.93468857,110.4227905,40.67770767,95.48147583
Q96BW9,TAMM41,"Phosphatidate cytidylyltransferase, mitochondrial",TAM41_HUMAN,9606,27.04060173,63.31983566,34.11566162,80.41213226
Q96BY6,DOCK10,Dedicator of cytokinesis protein 10,DOC10_HUMAN,9606,87.45986176,141.7092743,60.19446945,153.9859772
Q96BZ9,TBC1D20,TBC1 domain family member 20,TBC20_HUMAN,9606,22.54686165,35.40753174,23.17107964,51.86736298
Q96C01,FAM136A,Protein FAM136A,F136A_HUMAN,9606,2.343981028,16.5507946,2.834630251,19.89432144
Q96C19,EFHD2,EF-hand domain-containing protein D2,EFHD2_HUMAN,9606,17.11992264,25.48007965,17.64040565,35.23764038
Q96C24,SYTL4,Synaptotagmin-like protein 4,SYTL4_HUMAN,9606,806.7445679,1262.571533,615.8081665,1480.929565
Q96C36,PYCR2,Pyrroline-5-carboxylate reductase 2,P5CR2_HUMAN,9606,19.30720901,38.48649979,17.41410828,46.63192368
Q96CG8,CTHRC1,Collagen triple helix repeat-containing protein 1,CTHR1_HUMAN,9606,67.82013702,89.70607758,67.06174469,93.33441925
Q96CN7,ISOC1,Isochorismatase domain-containing protein 1,ISOC1_HUMAN,9606,10.53251839,29.88274193,21.84103012,33.48591995
Q96CS3,FAF2,FAS-associated factor 2,FAF2_HUMAN,9606,62.45707321,101.9180603,40.64417648,98.54585266
Q96CT7,CCDC124,Coiled-coil domain-containing protein 124,CC124_HUMAN,9606,24.76746559,19.36756325,15.48952389,25.83124924
Q96CV9,OPTN,Optineurin,OPTN_HUMAN,9606,10.69836617,24.21393013,9.8705616,21.94911575
Q96CW1,AP2M1,AP-2 complex subunit mu,AP2M1_HUMAN,9606,189.2960663,317.9508667,154.5558167,366.9342041
Q96CW5,TUBGCP3,Gamma-tubulin complex component 3,GCP3_HUMAN,9606,15.16180229,25.57914925,13.20909977,30.52492142
Q96D31,ORAI1,Calcium release-activated calcium channel protein 1,CRCM1_HUMAN,9606,45.97795486,65.99911499,35.84728241,82.05194855
Q96D71,REPS1,RalBP1-associated Eps domain-containing protein 1,REPS1_HUMAN,9606,48.31298065,82.37568665,26.67011452,56.8705368
Q96D96,HVCN1,Voltage-gated hydrogen channel 1,HVCN1_HUMAN,9606,14.55695724,41.492733,NaN,40.08506012
Q96DA0,ZG16B,Pancreatic adenocarcinoma up-regulated factor,PAUF_HUMAN,9606,14.90413094,8.435621262,6.465189457,3.28287077
Q96DA6,DNAJC19,Mitochondrial import inner membrane translocase subunit TIM14,TIM14_HUMAN,9606,21.27911568,39.86827087,19.17099762,64.35369873
Q96DH6,MSI2,RNA-binding protein Musashi homolog 2,MSI2H_HUMAN,9606,7.119364738,9.719085693,5.176628113,8.915254593
Q96DT0,LGALS12,Galectin-12,LEG12_HUMAN,9606,16.21575928,24.81344795,12.69229126,24.15969849
Q96DV4,MRPL38,Large ribosomal subunit protein mL38,RM38_HUMAN,9606,4.519410133,9.887412071,5.028625011,11.32540989
Q96DZ1,ERLEC1,Endoplasmic reticulum lectin 1,ERLEC_HUMAN,9606,38.58396149,59.33912659,31.23959541,94.28370667
Q96DZ9,CMTM5,CKLF-like MARVEL transmembrane domain-containing protein 5,CKLF5_HUMAN,9606,452.1017761,756.9180908,574.3832397,1203.045776
Q96E11,MRRF,"Ribosome-recycling factor, mitochondrial",RRFM_HUMAN,9606,13.61700439,36.82054138,10.65549374,44.78563309
Q96E17,RAB3C,Ras-related protein Rab-3C,RAB3C_HUMAN,9606,32.31036758,84.66976929,36.2621727,134.662674
Q96E52,OMA1,"Metalloendopeptidase OMA1, mitochondrial",OMA1_HUMAN,9606,10.41711617,12.40920162,1.602529287,16.92782021
Q96EC8,YIPF6,Protein YIPF6,YIPF6_HUMAN,9606,13.27722073,41.45153427,14.39492416,54.06390762
Q96EK6,GNPNAT1,Glucosamine 6-phosphate N-acetyltransferase,GNA1_HUMAN,9606,11.08327579,12.79429626,2.505970478,8.58078289
Q96EK7,FAM120B,Constitutive coactivator of peroxisome proliferator-activated receptor gamma,F120B_HUMAN,9606,10.08415222,9.420811653,7.387767315,6.259309769
Q96EP0,RNF31,E3 ubiquitin-protein ligase RNF31,RNF31_HUMAN,9606,20.62195396,30.78821754,18.82932854,30.80771637
Q96EP5,DAZAP1,DAZ-associated protein 1,DAZP1_HUMAN,9606,52.70067596,50.65271378,31.01691628,56.72860718
Q96EU7,C1GALT1C1,C1GALT1-specific chaperone 1,C1GLC_HUMAN,9606,12.74131489,10.13776684,13.59710598,29.30918121
Q96EY1,DNAJA3,"DnaJ homolog subfamily A member 3, mitochondrial",DNJA3_HUMAN,9606,23.31352043,22.95222664,9.66906929,15.38014412
Q96EY7,PTCD3,Small ribosomal subunit protein mS39,PTCD3_HUMAN,9606,7.476395607,23.42698479,NaN,26.68370438
Q96EY8,MMAB,Corrinoid adenosyltransferase MMAB,MMAB_HUMAN,9606,35.29924011,55.39556885,42.17252731,61.76210022
Q96F07,CYFIP2,Cytoplasmic FMR1-interacting protein 2,CYFP2_HUMAN,9606,45.1906929,67.70839691,17.20451927,76.7467804
Q96F46,IL17RA,Interleukin-17 receptor A,I17RA_HUMAN,9606,39.01036072,57.79915619,NaN,82.9388504
Q96FJ2,DYNLL2,"Dynein light chain 2, cytoplasmic",DYL2_HUMAN,9606,45.76725769,91.18582916,28.41774178,73.22003174
Q96FN4,CPNE2,Copine-2,CPNE2_HUMAN,9606,12.56717491,7.474982738,2.577016592,18.08170319
Q96FW1,OTUB1,Ubiquitin thioesterase OTUB1,OTUB1_HUMAN,9606,18.65816307,28.46377182,12.59176636,43.36714935
Q96FZ5,CMTM7,CKLF-like MARVEL transmembrane domain-containing protein 7,CKLF7_HUMAN,9606,23.24304199,24.96786499,21.75072098,30.39276505
Q96FZ7,CHMP6,Charged multivesicular body protein 6,CHMP6_HUMAN,9606,37.1385994,77.19699097,26.84247017,100.4605026
Q96G03,PGM2,Phosphopentomutase,PGM2_HUMAN,9606,29.94761658,56.63447952,21.64896965,57.82092285
Q96G23,CERS2,Ceramide synthase 2,CERS2_HUMAN,9606,429.0717468,615.0984497,411.427002,1023.44574
Q96GA7,SDSL,Serine dehydratase-like,SDSL_HUMAN,9606,36.50965118,60.95851135,27.77277374,54.67830658
Q96GC5,MRPL48,Large ribosomal subunit protein mL48,RM48_HUMAN,9606,35.49422836,35.23677063,34.13164139,57.92173767
Q96GC9,VMP1,Vacuole membrane protein 1,VMP1_HUMAN,9606,30.51258278,65.20360565,27.09775925,82.40632629
Q96GG9,DCUN1D1,DCN1-like protein 1,DCNL1_HUMAN,9606,6.735114574,13.27911282,4.189003944,5.164372921
Q96GK7,FAHD2A,Fumarylacetoacetate hydrolase domain-containing protein 2A,FAH2A_HUMAN,9606,29.53526878,43.20906067,29.10062408,54.84748459
Q96GQ5,RUSF1,RUS family member 1,RUSF1_HUMAN,9606,9.618163109,28.47444534,15.48832512,31.49275017
Q96GS4,BORCS6,BLOC-1-related complex subunit 6,BORC6_HUMAN,9606,15.72770119,18.87045479,10.76816845,29.21870041
Q96GS6,ABHD17A,Alpha/beta hydrolase domain-containing protein 17A,AB17A_HUMAN,9606,14.25443935,28.09818268,NaN,21.53851318
Q96H20,SNF8,Vacuolar-sorting protein SNF8,SNF8_HUMAN,9606,69.59482574,73.63267517,49.42660141,75.89247131
Q96H79,ZC3HAV1L,Zinc finger CCCH-type antiviral protein 1-like,ZCCHL_HUMAN,9606,43.94012451,58.77747726,37.97949219,71.21988678
Q96HC4,PDLIM5,PDZ and LIM domain protein 5,PDLI5_HUMAN,9606,418.7248535,671.2096558,309.1609192,659.3480835
Q96HD1,CRELD1,Protein disulfide isomerase CRELD1,CREL1_HUMAN,9606,37.85175705,46.78772354,36.10837173,96.30960846
Q96HF1,SFRP2,Secreted frizzled-related protein 2,SFRP2_HUMAN,9606,27.87879753,42.4990654,14.59048462,47.28753662
Q96HN2,AHCYL2,Adenosylhomocysteinase 3,SAHH3_HUMAN,9606,59.26763535,123.5785217,38.01020432,104.754509
Q96HS1,PGAM5,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5_HUMAN,9606,106.4926758,151.6684265,94.6690979,238.3029175
Q96HV5,TMEM41A,Transmembrane protein 41A,TM41A_HUMAN,9606,18.13287354,37.8494873,13.9244976,55.81515884
Q96HY6,DDRGK1,DDRGK domain-containing protein 1,DDRGK_HUMAN,9606,11.95167828,17.69068146,8.683855057,23.56175804
Q96I24,FUBP3,Far upstream element-binding protein 3,FUBP3_HUMAN,9606,10.96773624,25.69330406,10.46420097,32.28227234
Q96I59,NARS2,Asparaginyl-tRNA synthetase,SYNM_HUMAN,9606,NaN,33.20061493,NaN,53.5213623
Q96I99,SUCLG2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",SUCB2_HUMAN,9606,47.19493866,86.022789,35.08359146,101.6377258
Q96IG2,FBXL20,F-box/LRR-repeat protein 20,FXL20_HUMAN,9606,39.67874146,60.2477417,45.93320084,90.0868454
Q96II8,LRCH3,DISP complex protein LRCH3,LRCH3_HUMAN,9606,9.376941681,6.373718739,4.08827877,9.772336006
Q96IJ6,GMPPA,Mannose-1-phosphate guanyltransferase alpha,GMPPA_HUMAN,9606,645.1794434,1148.154785,499.6500854,1156.048218
Q96IU4,ABHD14B,Putative protein-lysine deacylase ABHD14B,ABHEB_HUMAN,9606,7.675544262,15.01887798,7.3776021,13.47687244
Q96IW7,SEC22A,Vesicle-trafficking protein SEC22a,SC22A_HUMAN,9606,39.15745544,36.72136688,10.67182064,74.42103577
Q96IX5,ATP5MK,"ATP synthase membrane subunit K, mitochondrial",ATPMK_HUMAN,9606,83.60402679,187.014328,124.9571533,264.1365051
Q96IY4,CPB2,Carboxypeptidase B2,CBPB2_HUMAN,9606,1316.241577,1716.841309,1157.930786,1726.462524
Q96IZ0,PAWR,PRKC apoptosis WT1 regulator protein,PAWR_HUMAN,9606,14.44278526,20.68095016,5.380349636,23.90566826
Q96J02,ITCH,E3 ubiquitin-protein ligase Itchy homolog,ITCH_HUMAN,9606,11.76523113,27.39973831,13.2152462,53.65432739
Q96JB2,COG3,Conserved oligomeric Golgi complex subunit 3,COG3_HUMAN,9606,13.79105568,16.83422852,4.20237112,14.74090004
Q96JB5,CDK5RAP3,CDK5 regulatory subunit-associated protein 3,CK5P3_HUMAN,9606,24.61089516,48.95672607,21.28196144,51.22597885
Q96JC1,VPS39,Vam6/Vps39-like protein,VPS39_HUMAN,9606,57.23519135,140.7634277,91.74853516,107.3484192
Q96JH7,VCPIP1,Deubiquitinating protein VCPIP1,VCIP1_HUMAN,9606,29.85489273,52.83585358,11.6730175,44.33226013
Q96JJ7,TMX3,Protein disulfide-isomerase TMX3,TMX3_HUMAN,9606,234.3950653,393.7352295,222.0344696,591.9190674
Q96K19,RNF170,E3 ubiquitin-protein ligase RNF170,RN170_HUMAN,9606,14.3688879,18.11981773,15.66748714,29.09334373
Q96K37,SLC35E1,Solute carrier family 35 member E1,S35E1_HUMAN,9606,31.59201622,62.63732529,27.86318016,73.33264923
Q96K49,TMEM87B,Transmembrane protein 87B,TM87B_HUMAN,9606,152.6612701,148.7235107,90.86647797,287.7923584
Q96K76,USP47,Ubiquitin carboxyl-terminal hydrolase 47,UBP47_HUMAN,9606,100.8522415,161.2712402,66.2564621,177.5790863
Q96KA5,CLPTM1L,Lipid scramblase CLPTM1L,CLP1L_HUMAN,9606,20.63218117,34.96576309,NaN,43.76141357
Q96KG9,SCYL1,N-terminal kinase-like protein,SCYL1_HUMAN,9606,30.92016602,56.16461182,33.2674675,44.90136719
Q96KN2,CNDP1,Beta-Ala-His dipeptidase,CNDP1_HUMAN,9606,268.2425232,361.5243835,227.7441711,427.5071106
Q96KP1,EXOC2,Exocyst complex component 2,EXOC2_HUMAN,9606,129.2982788,215.0291138,100.0602112,242.1179962
Q96KP4,CNDP2,Cytosolic non-specific dipeptidase,CNDP2_HUMAN,9606,133.8357849,251.7995911,93.7390976,222.2408905
Q96LW7,CARD19,Caspase recruitment domain-containing protein 19,CAR19_HUMAN,9606,76.15689087,159.9176483,76.65756989,202.6121216
Q96M27,PRRC1,Protein PRRC1,PRRC1_HUMAN,9606,23.30143929,45.49213791,22.45318604,45.51654816
Q96M96,FGD4,"FYVE, RhoGEF and PH domain-containing protein 4",FGD4_HUMAN,9606,27.23716354,42.31483078,29.36838722,53.93096161
Q96MH6,TMEM68,DGAT1/2-independent enzyme synthesizing storage lipids,DIESL_HUMAN,9606,21.04330826,33.83342743,39.27993393,67.93097687
Q96MK2,RIPOR3,RIPOR family member 3,RIPR3_HUMAN,9606,79.59472656,153.0006256,60.12266159,158.6510162
Q96MW1,CCDC43,Coiled-coil domain-containing protein 43,CCD43_HUMAN,9606,35.83308792,112.9130325,56.11799622,95.81408691
Q96MW5,COG8,Conserved oligomeric Golgi complex subunit 8,COG8_HUMAN,9606,17.37644768,19.89082527,19.14345932,19.75890732
Q96MX0,CMTM3,CKLF-like MARVEL transmembrane domain-containing protein 3,CKLF3_HUMAN,9606,62.02326584,81.64478302,30.52142334,144.041687
Q96N66,MBOAT7,Lysophospholipid acyltransferase 7,MBOA7_HUMAN,9606,49.26920319,94.33213043,51.27521896,100.8734512
Q96N67,DOCK7,Dedicator of cytokinesis protein 7,DOCK7_HUMAN,9606,10.71375179,15.02114391,9.836976051,12.97594643
Q96NA2,RILP,Rab-interacting lysosomal protein,RILP_HUMAN,9606,10.20459557,19.82884407,3.907990694,15.47345448
Q96NB2,SFXN2,Sideroflexin-2,SFXN2_HUMAN,9606,39.44031906,52.56172943,32.63282013,87.74981689
Q96NT0,CCDC115,Coiled-coil domain-containing protein 115,CC115_HUMAN,9606,17.93676376,69.50678253,20.8914566,46.65341187
Q96NZ9,PRAP1,Proline-rich acidic protein 1,PRAP1_HUMAN,9606,68.47886658,138.9067688,52.96273422,62.394104
Q96P48,ARAP1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",ARAP1_HUMAN,9606,164.4799652,297.5004272,106.2227859,283.1417236
Q96P63,SERPINB12,Serpin B12,SPB12_HUMAN,9606,74.01242065,50.28859711,65.8191452,74.37223053
Q96PC5,MIA2,Melanoma inhibitory activity protein 2,MIA2_HUMAN,9606,10.1551733,23.16954231,8.110730171,20.04579353
Q96PD5,PGLYRP2,N-acetylmuramoyl-L-alanine amidase,PGRP2_HUMAN,9606,725.4752808,1142.981934,652.2939453,972.345459
Q96PE7,MCEE,"Methylmalonyl-CoA epimerase, mitochondrial",MCEE_HUMAN,9606,21.68857956,31.09113312,22.63739204,57.23469543
Q96Q05,TRAPPC9,Trafficking protein particle complex subunit 9,TPPC9_HUMAN,9606,18.22799301,32.20851135,9.183373451,30.6067543
Q96Q11,TRNT1,"CCA tRNA nucleotidyltransferase 1, mitochondrial",TRNT1_HUMAN,9606,23.21151924,52.40407181,18.10640526,71.0778656
Q96Q42,ALS2,Alsin,ALS2_HUMAN,9606,8.474030495,9.215760231,5.709662437,8.780978203
Q96QK1,VPS35,Vacuolar protein sorting-associated protein 35,VPS35_HUMAN,9606,304.7955322,513.7285767,211.2154999,531.3021851
Q96QR8,PURB,Transcriptional activator protein Pur-beta,PURB_HUMAN,9606,21.43614197,21.60650253,14.85245323,32.49363708
Q96QS1,TSPAN32,Tetraspanin-32,TSN32_HUMAN,9606,74.41995239,160.0735626,53.81174469,200.087326
Q96RD7,PANX1,Pannexin-1,PANX1_HUMAN,9606,59.83766174,76.54122925,41.96849823,107.8085861
Q96RD9,FCRL5,Fc receptor-like protein 5,FCRL5_HUMAN,9606,17.01415253,21.09227753,NaN,15.9948082
Q96RI0,F2RL3,Proteinase-activated receptor 4,PAR4_HUMAN,9606,174.7628326,241.661499,162.2893829,407.4830017
Q96RL7,VPS13A,Intermembrane lipid transfer protein VPS13A,VP13A_HUMAN,9606,141.4093323,248.7931519,112.3244247,276.2054138
Q96RQ3,MCCC1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCA_HUMAN,9606,19.07764435,34.32090378,20.24640656,30.16749763
Q96RT1,ERBIN,Erbin,ERBIN_HUMAN,9606,197.4797821,364.3280945,167.8172913,417.9999084
Q96S44,TP53RK,EKC/KEOPS complex subunit TP53RK,PRPK_HUMAN,9606,9.943701744,25.05836296,6.954979897,39.42950821
Q96S59,RANBP9,Ran-binding protein 9,RANB9_HUMAN,9606,33.71895218,35.12571335,23.11547089,47.55441284
Q96S66,CLCC1,Chloride channel CLIC-like protein 1,CLCC1_HUMAN,9606,41.70691681,63.11426544,40.92645264,76.26331329
Q96S97,MYADM,Myeloid-associated differentiation marker,MYADM_HUMAN,9606,369.3681641,649.2546387,302.32901,1049.510132
Q96SB3,PPP1R9B,Neurabin-2,NEB2_HUMAN,9606,106.8330231,169.480545,76.87360382,186.6938934
Q96SL4,GPX7,Glutathione peroxidase 7,GPX7_HUMAN,9606,46.64509964,76.80867004,38.21493912,73.22338104
Q96SW2,CRBN,Protein cereblon,CRBN_HUMAN,9606,18.103302,26.1868248,20.9579792,32.26967621
Q96SZ5,ADO,2-aminoethanethiol dioxygenase,AEDO_HUMAN,9606,51.82733536,48.34278488,38.56706619,52.68397522
Q96T51,RUFY1,RUN and FYVE domain-containing protein 1,RUFY1_HUMAN,9606,108.1924973,154.2577667,76.73561096,180.7996368
Q96T66,NMNAT3,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3,NMNA3_HUMAN,9606,41.96410751,71.70219421,30.85922432,91.9491806
Q96T76,MMS19,MMS19 nucleotide excision repair protein homolog,MMS19_HUMAN,9606,16.17453766,33.67739868,10.48175335,34.87201309
Q96T83,SLC9A7,Sodium/hydrogen exchanger 7,SL9A7_HUMAN,9606,89.63640594,79.82076263,90.79859924,52.30774689
Q96TC7,RMDN3,Regulator of microtubule dynamics protein 3,RMD3_HUMAN,9606,63.6942215,119.6710358,54.96485519,140.2381134
Q99418,CYTH2,Cytohesin-2,CYH2_HUMAN,9606,86.2541275,156.6451263,64.54753113,153.7844849
Q99426,TBCB,Tubulin-folding cofactor B,TBCB_HUMAN,9606,64.14767456,91.90636444,50.85716248,106.3622742
Q99436,PSMB7,Proteasome subunit beta type-7,PSB7_HUMAN,9606,48.67154694,58.39067078,30.51362419,70.90168762
Q99439,CNN2,Calponin-2,CNN2_HUMAN,9606,4638.775391,5491.170898,3444.372803,4812.769531
Q99442,SEC62,Translocation protein SEC62,SEC62_HUMAN,9606,77.6967926,112.3301773,56.21752548,171.1777496
Q99460,PSMD1,26S proteasome non-ATPase regulatory subunit 1,PSMD1_HUMAN,9606,97.14952087,146.1265259,70.49018097,158.8729858
Q99470,SDF2,Stromal cell-derived factor 2,SDF2_HUMAN,9606,8.66193676,37.07132721,9.64837265,41.5124321
Q99490,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",AGAP2_HUMAN,9606,44.01956177,76.13495636,35.59450531,77.61946869
Q99497,PARK7,Parkinson disease protein 7,PARK7_HUMAN,9606,93.26071167,131.7719727,81.0943222,159.0407562
Q99501,GAS2L1,GAS2-like protein 1,GA2L1_HUMAN,9606,137.5524445,250.4491882,104.1126862,225.5931549
Q99523,SORT1,Sortilin,SORT_HUMAN,9606,122.2358246,202.1973419,128.833313,309.1559753
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,VAT1_HUMAN,9606,35.95460892,70.20277405,37.08150482,95.56139374
Q99538,LGMN,Legumain,LGMN_HUMAN,9606,5.666455746,5.924319267,1.406489015,6.914478779
Q99542,MMP19,Matrix metalloproteinase-19,MMP19_HUMAN,9606,18.47807693,12.98057175,14.18552208,28.17362404
Q99570,PIK3R4,Phosphoinositide 3-kinase regulatory subunit 4,PI3R4_HUMAN,9606,9.931200981,5.679010868,4.934794426,10.63675213
Q99576,TSC22D3,TSC22 domain family protein 3,T22D3_HUMAN,9606,67.96514893,118.9164047,38.63801193,149.8659973
Q99598,TSNAX,Translin-associated protein X,TSNAX_HUMAN,9606,33.50099182,75.42804718,31.3218441,84.55958557
Q99614,TTC1,Tetratricopeptide repeat protein 1,TTC1_HUMAN,9606,33.0977478,61.8858757,27.84540367,71.66788483
Q99615,DNAJC7,DnaJ homolog subfamily C member 7,DNJC7_HUMAN,9606,32.13731766,41.5116539,19.46918488,32.97452164
Q99623,PHB2,Prohibitin-2,PHB2_HUMAN,9606,2461.395996,3647.907715,2483.810059,6102.799316
Q99627,COPS8,COP9 signalosome complex subunit 8,CSN8_HUMAN,9606,40.30302811,91.52410126,39.65497589,122.4394989
Q99643,SDHC,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",C560_HUMAN,9606,35.84779358,57.7781601,31.08786011,120.6994629
Q99653,CHP1,Calcineurin B homologous protein 1,CHP1_HUMAN,9606,34.95372772,54.11114502,40.75624847,68.0584259
Q99683,MAP3K5,Mitogen-activated protein kinase kinase kinase 5,M3K5_HUMAN,9606,64.49744415,105.6918106,46.09291458,110.1144714
Q99685,MGLL,Monoglyceride lipase,MGLL_HUMAN,9606,109.5775452,194.8806,85.52690887,189.6468201
Q99704,DOK1,Docking protein 1,DOK1_HUMAN,9606,127.2584763,174.681778,90.59104156,246.8356018
Q99714,HSD17B10,3-hydroxyacyl-CoA dehydrogenase type-2,HCD2_HUMAN,9606,326.2171936,611.3914795,298.5656738,727.9996338
Q99715,COL12A1,Collagen alpha-1(XII) chain,COCA1_HUMAN,9606,45.4687233,56.84346771,38.39985657,66.26232147
Q99719,SEPTIN5,Septin-5,SEPT5_HUMAN,9606,325.5177002,447.2277222,263.4643555,472.7838745
Q99720,SIGMAR1,Sigma non-opioid intracellular receptor 1,SGMR1_HUMAN,9606,43.23427963,53.07458496,40.97655106,100.7422943
Q99729,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,ROAA_HUMAN,9606,37.86205292,53.93101501,31.80101585,37.35484314
Q99733,NAP1L4,Nucleosome assembly protein 1-like 4,NP1L4_HUMAN,9606,79.13840485,107.2341995,61.97578049,165.1040497
Q99735,MGST2,Microsomal glutathione S-transferase 2,MGST2_HUMAN,9606,515.9172363,1324.172119,541.3619995,2321.087646
Q99747,NAPG,Gamma-soluble NSF attachment protein,SNAG_HUMAN,9606,118.6544342,171.011673,107.589653,197.5106964
Q99757,TXN2,"Thioredoxin, mitochondrial",THIOM_HUMAN,9606,19.96626854,55.94412994,15.56839275,33.84686661
Q99766,DMAC2L,"ATP synthase subunit s, mitochondrial",ATP5S_HUMAN,9606,54.61137772,87.16291046,40.09223175,113.0711136
Q99798,ACO2,"Aconitate hydratase, mitochondrial",ACON_HUMAN,9606,488.8988953,887.404541,496.1487122,1264.411011
Q99805,TM9SF2,Transmembrane 9 superfamily member 2,TM9S2_HUMAN,9606,107.0922699,206.0101318,82.59796906,248.9123535
Q99808,SLC29A1,Equilibrative nucleoside transporter 1,S29A1_HUMAN,9606,26.83392715,69.41894531,28.95165062,59.64270401
Q99816,TSG101,Tumor susceptibility gene 101 protein,TS101_HUMAN,9606,147.4881592,212.1686859,85.32898712,224.4604034
Q99828,CIB1,Calcium and integrin-binding protein 1,CIB1_HUMAN,9606,13.37234306,13.25364494,2.863187313,16.67266083
Q99829,CPNE1,Copine-1,CPNE1_HUMAN,9606,28.44014931,63.72245407,28.08280373,50.48212814
Q99832,CCT7,T-complex protein 1 subunit eta,TCPH_HUMAN,9606,523.1818237,743.281311,425.7872314,908.3633423
Q99873,PRMT1,Protein arginine N-methyltransferase 1,ANM1_HUMAN,9606,17.78691483,32.95541,NaN,16.39774132
Q99943,AGPAT1,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,PLCA_HUMAN,9606,132.8816681,237.7442474,94.29238129,336.6242676
Q99959,PKP2,Plakophilin-2,PKP2_HUMAN,9606,21.05310822,16.25551224,26.4759922,28.36852837
Q99961,SH3GL1,Endophilin-A2,SH3G1_HUMAN,9606,458.6098633,716.9729614,362.5181885,651.6847534
Q99969,RARRES2,Retinoic acid receptor responder protein 2,RARR2_HUMAN,9606,2679.844727,3829.657227,1875.093018,2838.988037
Q99972,MYOC,Myocilin,MYOC_HUMAN,9606,40.54660034,68.3953476,32.55097198,58.17842484
